book_id,books_count,original_publication_year,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
1,1.1515004236027335,0.17012080395572948,1.3277885352697367,30.03678861124064,29.098996924812248,24.87463358740789,9.851855055457198,12.846533824207706,19.219326913205503,28.405974995711528,33.63042256738987
2,2.436242700708785,0.10810390745328473,1.7208474932222328,28.904533678951925,28.250940277387247,11.911526486217987,11.176438317817514,10.14395287145878,15.538545001599504,22.088775030958086,37.45699304167358
3,0.8816458813795447,0.15320710490960818,-1.6987654409644666,24.229710088591542,22.98714265737106,15.037224599649369,68.54947602383197,44.63386697545485,27.3898233811894,16.62184587967793,16.69467702422048
4,2.412777088341551,-0.10049838078221128,0.9740354731124928,19.983655593561476,19.55481961564102,11.375771836224864,8.904195531766032,11.763751866710697,15.251664856606341,19.088159960942573,21.1932473627443
5,7.510681375123097,-0.2978248696536264,-0.4409767755164848,16.710904148832082,16.174804326507246,8.012976571988844,12.793849578672093,20.018253309824953,20.833128446879332,17.806397411438002,11.58314281564904
6,0.8816458813795447,0.19267240268389121,1.0133413689077413,14.567694149260358,14.415900273840876,22.504478529605333,7.030427901668662,9.222543607560793,11.072827624281356,13.189000417627488,16.1484718437195
7,5.240383378593226,-0.23017007346914123,0.9740354731124928,12.821479391025422,12.736473968539647,5.6715605627686685,6.733380045244474,7.582161360574306,9.710033080334721,12.55072387720389,13.739479830113066
8,1.6677438956818775,-0.15123947792057518,-0.8340357334689791,12.647517540410835,12.282516337143603,6.8581893471332,16.28231570381195,18.77286366362485,15.539175584406912,12.470657454070597,8.592579187135797
9,1.3802901441832633,0.12501760649940602,-0.5982003586974826,12.374707230022368,12.032908771689623,3.623740061225311,11.52864574575426,14.678854893619048,15.657830249334479,13.540795058527301,8.22899820017957
10,19.824261464829043,-0.9292696340421549,0.9347295773172443,12.591906941151354,12.704625657057994,7.549232833500435,8.0410838758851,8.58055198595958,9.577015140349493,11.464510785509692,14.190242024037799
11,1.2160308576126266,0.14193130554552733,1.0133413689077413,11.178313596062308,10.837053544594381,9.276514969320994,4.9648074449716,5.8527565498358065,7.517461626593482,11.822545125808823,11.355887460642126
12,0.7877834319106095,0.1870345030018508,0.9347295773172443,11.753541093990414,12.855696549226485,16.019250952913204,5.270295017255632,8.208509710857244,10.468414003379289,12.69443134654704,13.67160536152988
13,5.3929098589802456,-0.16251527728465603,0.5416706193647483,12.092053379666705,11.881772323490763,6.955836796293787,6.103716958415325,8.57437701043921,10.979080980246467,13.063623280164576,11.088075418182937
14,4.812135952891208,-0.18506687601281777,-0.5195885671069836,11.614606740018296,11.46217201164781,5.3154249664154225,9.872803635895028,13.588662965497594,14.782125891733543,13.192324369643947,7.8370588741145175
15,3.720984977814836,-0.17379107664873691,0.38444703618375053,12.192674820493423,11.709532793151832,2.923715622176082,6.613114094241683,9.073006283709148,12.060950883492142,12.380347038465528,10.676152364204771
16,1.1632332297863506,0.15320710490960818,0.4237529319790026,11.148821104785512,11.145399313260032,9.735849876492788,8.061429619475797,8.535886329695566,9.596668304513758,12.586684761592476,10.183178619537593
17,0.7349858040843333,0.1757587036377699,1.1705649520887391,11.29266769658503,11.492518494070074,13.980574694100602,1.378531041384611,4.622907258695301,8.776805557746759,12.970649815283162,11.991731069360652
18,1.7616063451508128,0.1193797068173656,2.074600555379477,11.304004607689922,11.38104940388429,5.417807826990152,0.8094530576922059,1.7806689429273226,5.417866104566962,9.514692195644594,15.581793998424216
19,2.876222932594419,-0.13432577887445388,1.3277885352697367,10.884462639559326,10.56556814391414,2.026926674366807,5.528912024675168,5.428947396621028,6.686143292158541,9.212912341518745,12.770080973680415
20,0.9579091215730546,0.18139660331981036,0.10930576561700718,10.585515156875779,10.793268075946234,15.243786511335227,4.340268471343071,11.051880105470623,12.667151155681868,11.630047483592508,8.96365720627022
21,1.3568245318160295,0.14193130554552733,1.79945928481273,10.68470041950199,10.613286974384497,4.207175405457383,1.2332473612258508,2.9296260547509716,5.911157021852188,9.222728691041034,13.803267287843259
22,0.6293905484317811,0.1362934058634869,-0.9126475250594779,9.857341035364408,9.546595006035862,5.506474323468746,9.258362179455956,13.1812174974118,13.775540569216933,10.955615675621464,5.710948188382308
23,1.8906672131705988,0.11374180713532515,1.445706222655486,10.96407520812552,11.004543242551037,5.10314790302284,1.0410931162025943,4.028154199824926,8.08789384065181,10.269268180012473,13.054541943786163
24,1.5034846091112408,0.12501760649940602,2.074600555379477,10.797020993369125,10.780717075949909,4.598908232441078,0.803424689220888,1.7597769424167349,4.915361671817919,9.23242841066801,14.683842610860344
25,1.0987027957764575,0.16448290427368906,2.389047721741472,10.755911981072293,10.654092623470365,8.004812069550667,1.2083803412816647,1.969211528815976,3.579261800051623,7.0745420875621345,16.228156018509807
26,1.609079864763793,0.14193130554552733,-0.8340357334689791,8.853128379898827,8.925183434517908,6.309534783287758,10.54963870601224,12.69802566294279,11.53665631150928,10.09453715851571,5.711750546341179
